Chrom,Start,Stop,GeneID,Num,Strand
chr1,188964928,188965039,Ush2a,0,+
chr1,189870055,189876693,Ptpn14,0,+
chr1,186623185,186625447,Tgfb2,0,-
chr1,190772878,190773592,Rps6kc1,0,-
chr1,188211139,188214884,Esrrg,0,+
chr1,3214481,3216021,Xkr4,0,-
chr1,4290845,4292980,Rp1,0,-
chr1,4909575,4910473,Rgs20,0,-
chr1,4909575,4910473,Rgs20,0,-
chr1,4909575,4910473,Rgs20,0,-
chr1,5162165,5162549,Atp6v1h,0,+
chr1,6858600,6860940,St18,0,+
chr1,6858600,6860940,St18,0,+
chr1,6858600,6860940,St18,0,+
chr1,9560832,9561778,2610203C22Rik,0,-
chr1,9563822,9563871,2610203C22Rik,0,-
chr1,9619549,9619639,2610203C22Rik,0,-
chr1,9620954,9621082,2610203C22Rik,0,-
chr1,9631060,9631092,2610203C22Rik,0,-
chr1,9667410,9669883,Mybl1,0,-
chr1,10136145,10136768,Cspp1,0,+
chr1,9898890,9902568,Sgk3,0,+
chr1,9960162,9963407,Tcf24,0,-
chr1,10137506,10138831,Arfgef1,0,-
chr1,9898890,9902568,Sgk3,0,+
chr1,9576274,9577968,Adhfe1,0,+
chr1,9667410,9669883,Mybl1,0,-
chr1,11297753,11303682,Prex2,0,+
chr1,10708386,10708415,Mir467e,0,-
chr1,10714387,10714396,Mir467e,0,-
chr1,10865837,10865843,Mir467e,0,-
chr1,10865863,10865874,Mir467e,0,-
chr1,11297753,11303682,Prex2,0,+
chr1,12866549,12871867,Slco5a1,0,-
chr1,13139104,13142760,Ncoa2,0,-
chr1,12858842,12860372,Sulf1,0,+
chr1,12858842,12860372,Sulf1,0,+
chr1,12858842,12860372,Sulf1,0,+
chr1,13139104,13142760,Ncoa2,0,-
chr1,14168957,14170915,Eya1,0,-
chr1,14168957,14170915,Eya1,0,-
chr1,15711629,15714214,Kcnb2,0,+
chr1,16642764,16643287,Tceb1,0,-
chr1,16228809,16229772,Stau2,0,-
chr1,15853861,15855744,Sbspon,0,-
chr1,16131417,16132550,Rdh10,0,+
chr1,16228809,16229772,Stau2,0,-
chr1,16994939,16997478,Jph1,0,-
chr1,17676026,17677104,Gm16070,0,-
chr1,17696995,17697153,Gm16070,0,-
chr1,17707669,17707726,Gm16070,0,-
chr1,17709685,17709895,Gm16070,0,-
chr1,17712449,17712594,Gm16070,0,-
chr1,17724521,17724589,Gm16070,0,-
chr1,17727098,17727646,Gm16070,0,-
chr1,18210052,18210230,Defb44-ps,0,-
chr1,18223520,18223564,Defb44-ps,0,-
chr1,19166178,19166332,Tfap2d,0,+
chr1,20057778,20058297,Pkhd1,0,-
chr1,21398402,21402162,Kcnq5,0,-
chr1,21398402,21402162,Kcnq5,0,-
chr1,23845624,23846428,Smap1,0,-
chr1,23844824,23845357,Smap1,0,-
chr1,23846351,23846563,Smap1,0,-
chr1,23848263,23848571,Smap1,0,-
chr1,23849302,23849468,Smap1,0,-
chr1,23853422,23853550,Smap1,0,-
chr1,23859022,23859113,Smap1,0,-
chr1,23866216,23866293,Smap1,0,-
chr1,23876373,23876449,Smap1,0,-
chr1,23877708,23877794,Smap1,0,-
chr1,23891859,23891993,Smap1,0,-
chr1,23909662,23909736,Smap1,0,-
chr1,23845624,23846428,Smap1,0,-
chr1,24251861,24252738,Col9a1,0,+
chr1,24257682,24264689,Col19a1,0,-
chr1,24251861,24252738,Col9a1,0,+
chr1,31204530,31204725,Lgsn,0,+
chr1,31141077,31141768,4931428L18Rik,0,-
chr1,31204251,31204473,4931428L18Rik,0,-
chr1,31222475,31222656,4931428L18Rik,0,-
chr1,34307592,34308662,Dst,0,+
chr1,34473646,34473779,Ptpn18,0,+
chr1,34307592,34308662,Dst,0,+
chr1,34307592,34308662,Dst,0,+
chr1,34869491,34871557,Plekhb2,0,+
chr1,34877047,34879585,Plekhb2,0,+
chr1,36562695,36562987,Fam178b,0,-
chr1,36423185,36424360,Lman2l,0,-
chr1,36562695,36562987,Fam178b,0,-
chr1,36140027,36144225,Uggt1,0,-
chr1,37408259,37410740,Inpp4a,0,+
chr1,37485850,37488605,4930594C11Rik,0,-
chr1,37262096,37263384,Cnga3,0,+
chr1,37439339,37444658,Mgat4a,0,-
chr1,36792188,36792920,Tmem131,0,-
chr1,37611675,37612256,2010300C02Rik,0,-
chr1,37408259,37410740,Inpp4a,0,+
chr1,37439339,37444658,Mgat4a,0,-
chr1,37262096,37263384,Cnga3,0,+
chr1,37878889,37879267,Mitd1,0,-
chr1,38051713,38055579,Eif5b,0,+
chr1,38175990,38179448,Aff3,0,-
chr1,39665300,39665462,Rfx8,0,-
chr1,39362007,39363240,Npas2,0,+
chr1,39371495,39372348,Tbc1d8,0,-
chr1,40024712,40026310,Map4k4,0,+
chr1,40024712,40026310,Map4k4,0,+
chr1,40313393,40316177,Il1r1,0,+
chr1,40767999,40768885,Slc9a2,0,+
chr1,40125207,40125226,Il1r2,0,+
chr1,40024712,40026310,Map4k4,0,+
chr1,40024712,40026310,Map4k4,0,+
chr1,42905496,42905683,Mrps9,0,+
chr1,43569342,43570518,Nck2,0,+
chr1,44795021,44796836,Gulp1,0,+
chr1,44181082,44181260,Ercc5,0,+
chr1,45374330,45376083,Col5a2,0,-
chr1,51185481,51187270,Tmeff2,0,+
chr1,51218385,51220440,9330175M20Rik,0,-
chr1,51251266,51251487,9330175M20Rik,0,-
chr1,51259384,51259430,9330175M20Rik,0,-
chr1,51327787,51327921,9330175M20Rik,0,-
chr1,51333683,51333779,9330175M20Rik,0,-
chr1,52106936,52107189,Stat4,0,+
chr1,52106936,52107189,Stat4,0,+
chr1,51749757,51751172,Myo1b,0,-
chr1,52163449,52166157,Gls,0,-
chr1,51749757,51751172,Myo1b,0,-
chr1,51749757,51751172,Myo1b,0,-
chr1,52659985,52660659,Mfsd6,0,-
chr1,53344616,53344729,Asnsd1,0,-
chr1,52656304,52658341,Mfsd6,0,-
chr1,53189188,53189333,Pms1,0,-
chr1,53344616,53344729,Asnsd1,0,-
chr1,53930814,53930965,Hecw2,0,-
chr1,54368399,54368727,Ccdc150,0,+
chr1,53806873,53813221,Hecw2,0,-
chr1,55170159,55171809,Rftn2,0,-
chr1,54645339,54648276,Ankrd44,0,-
chr1,57415734,57415958,9430016H08Rik,0,+
chr1,56793980,56796782,Satb2,0,-
chr1,58106078,58106410,Aox1,0,+
chr1,57946463,57948397,Spats2l,0,+
chr1,58200223,58200452,Aox3,0,+
chr1,58595805,58595948,Ndufb3,0,+
chr1,58376315,58376336,Aox2,0,+
chr1,58378640,58379264,Aox2,0,+
chr1,58461325,58462276,Nif3l1,0,+
chr1,57946463,57948397,Spats2l,0,+
chr1,58994436,58995121,Stradb,0,+
chr1,59100596,59101136,Tmem237,0,-
chr1,59100592,59101136,Tmem237,0,-
chr1,59989067,59991123,Ica1l,0,-
chr1,60476915,60481163,Abi2,0,+
chr1,60478007,60481163,Abi2,0,+
chr1,60330992,60334705,Nbeal1,0,+
chr1,60483184,60488299,Raph1,0,-
chr1,60476915,60481163,Abi2,0,+
chr1,62795989,62797091,Nrp2,0,+
chr1,62815637,62818692,Nrp2,0,+
chr1,62815637,62818692,Nrp2,0,+
chr1,62795989,62797091,Nrp2,0,+
chr1,62815637,62818692,Nrp2,0,+
chr1,62815637,62818692,Nrp2,0,+
chr1,63143591,63143830,Ndufs1,0,-
chr1,63143591,63143830,Ndufs1,0,-
chr1,63309945,63314575,Zdbf2,0,+
chr1,63309945,63314575,Zdbf2,0,+
chr1,63143591,63143830,Ndufs1,0,-
chr1,63698826,63699008,Mdh1b,0,-
chr1,63143591,63143830,Ndufs1,0,-
chr1,63573162,63573219,Adam23,0,+
chr1,63309945,63314575,Zdbf2,0,+
chr1,63592656,63596515,Adam23,0,+
chr1,63309945,63314575,Zdbf2,0,+
chr1,64035670,64035712,Klf7,0,-
chr1,64789120,64795036,Plekhm3,0,-
chr1,65273758,65278696,Pikfyve,0,+
chr1,66830838,66831433,Acadl,0,-
chr1,66439007,66442583,Map2,0,+
chr1,66695596,66699148,Unc80,0,+
chr1,66439007,66442583,Map2,0,+
chr1,66717876,66719805,Rpe,0,+
chr1,69531209,69538767,Ikzf2,0,-
chr1,69923913,69926250,Spag16,0,+
chr1,71027534,71030519,Bard1,0,-
chr1,70882215,70885397,Vwc2l,0,+
chr1,71578671,71579403,Atic,0,+
chr1,72427111,72428641,4-Mar,0,-
chr1,72633054,72636790,Smarcal1,0,+
chr1,73910230,73914529,Tns1,0,-
chr1,74351931,74353692,Pnkd,0,+
chr1,73910230,73914529,Tns1,0,-
chr1,73618380,73618666,6030407O03Rik,0,-
chr1,73620195,73620424,6030407O03Rik,0,-
chr1,73672995,73673066,6030407O03Rik,0,-
chr1,73858064,73858097,6030407O03Rik,0,-
chr1,73858563,73858860,6030407O03Rik,0,-
chr1,73859616,73859867,6030407O03Rik,0,-
chr1,73860968,73861052,6030407O03Rik,0,-
chr1,73862658,73863116,6030407O03Rik,0,-
chr1,73864374,73864466,6030407O03Rik,0,-
chr1,74967345,74967693,Nhej1,0,-
chr1,74565127,74566877,Zfp142,0,-
chr1,75367050,75368579,Des,0,+
chr1,77367184,77369671,Epha4,0,-
chr1,77372909,77373732,Epha4,0,-
chr1,78101266,78102800,Pax3,0,-
chr1,78538098,78538173,Mogat1,0,+
chr1,78417426,78420286,Sgpp2,0,+
chr1,78101266,78103307,Pax3,0,-
chr1,79794320,79795004,Serpine2,0,-
chr1,80501067,80501706,Dock10,0,-
chr1,81269552,81271651,Nyap2,0,+
chr1,82718884,82722059,Col4a3,0,+
chr1,82442954,82445367,Rhbdd1,0,+
chr1,82450722,82453130,Col4a4,0,-
chr1,82442954,82445367,Rhbdd1,0,+
chr1,83255780,83257126,Sphkap,0,-
chr1,84721188,84724617,Trip12,0,-
chr1,84036292,84038030,Pid1,0,-
chr1,84369838,84370763,Dner,0,-
chr1,85576898,85577291,Sp110,0,-
chr1,85576898,85577291,Sp110,0,-
chr1,85717082,85718192,A630001G21Rik,0,-
chr1,86137109,86137116,Psmd1,0,+
chr1,86139079,86139295,Psmd1,0,+
chr1,86252396,86252491,Armc9,0,+
chr1,86275682,86278284,Armc9,0,+
chr1,87845023,87845157,Sag,0,+
chr1,87449145,87450810,Gigyf2,0,+
chr1,87719323,87720510,Inpp5d,0,+
chr1,87945120,87946595,Usp40,0,-
chr1,87309795,87310791,Efhd1,0,+
chr1,87719323,87720510,Inpp5d,0,+
chr1,87719323,87720510,Inpp5d,0,+
chr1,87476828,87477553,Ngef,0,-
chr1,87449145,87450810,Gigyf2,0,+
chr1,87945120,87946595,Usp40,0,-
chr1,88218424,88220002,Ugt1a6a,0,+
chr1,88218424,88220002,Ugt1a5,0,+
chr1,88218424,88220002,Ugt1a7c,0,+
chr1,88218424,88218998,Ugt1a6b,0,+
chr1,88384713,88384753,Trpm8,0,+
chr1,88388540,88388851,Trpm8,0,+
chr1,88218424,88220002,Ugt1a2,0,+
chr1,89888894,89895282,Agap1,0,+
chr1,89888894,89895282,Agap1,0,+
chr1,90042131,90042625,Iqca,0,-
chr1,89360343,89360716,C030007H22Rik,0,-
chr1,89361873,89361989,C030007H22Rik,0,-
chr1,89406033,89406133,C030007H22Rik,0,-
chr1,90766859,90767591,Col6a3,0,-
chr1,91128196,91128944,Lrrfip1,0,+
chr1,90958132,90958883,Rab17,0,-
chr1,90766859,90767591,Col6a3,0,-
chr1,90958132,90958883,Rab17,0,-
chr1,91128196,91128944,Lrrfip1,0,+
chr1,91116064,91117322,Lrrfip1,0,+
chr1,91361266,91362404,Klhl30,0,+
chr1,91932748,91933346,Hdac4,0,-
chr1,93015454,93018456,Kif1a,0,-
chr1,93015454,93018456,Kif1a,0,-
chr1,93015454,93018456,Kif1a,0,-
chr1,93015454,93018456,Kif1a,0,-
chr1,93850826,93852174,D2hgdh,0,+
chr1,93405939,93408172,Hdlbp,0,-
chr1,93705390,93705535,Thap4,0,-
chr1,93621371,93621976,Farp2,0,+
chr1,96818783,96818946,Slco4c1,0,-
chr1,97059448,97059608,Slco6c1,0,-
chr1,97062370,97062393,Slco6c1,0,-
chr1,96906175,96906340,Slco6b1,0,-
chr1,96910210,96910260,Slco6b1,0,-
chr1,96911813,96911972,Slco6b1,0,-
chr1,96921917,96922055,Slco6b1,0,-
chr1,96924288,96924353,Slco6b1,0,-
chr1,96929691,96929879,Slco6b1,0,-
chr1,96941874,96942028,Slco6b1,0,-
chr1,96947479,96947675,Slco6b1,0,-
chr1,96953016,96953161,Slco6b1,0,-
chr1,96961074,96961184,Slco6b1,0,-
chr1,96965277,96965393,Slco6b1,0,-
chr1,96987816,96987913,Slco6b1,0,-
chr1,96988541,96988733,Slco6b1,0,-
chr1,96995023,96995284,Slco6b1,0,-
chr1,96997121,96997560,Slco6b1,0,-
chr1,98507613,98507645,Slco6d1,0,+
chr1,98509218,98509380,Slco6d1,0,+
chr1,98031122,98032108,B230216N24Rik,0,-
chr1,98033115,98033215,B230216N24Rik,0,-
chr1,98047701,98047793,B230216N24Rik,0,-
chr1,97821093,97821809,Pam,0,-
chr1,97643901,97645714,D1Ertd622e,0,-
chr1,98509220,98509380,Slco6d1,0,+
chr1,97792571,97792971,Gin1,0,+
chr1,100484701,100485942,Cntnap5b,0,+
chr1,105518421,105522003,Pign,0,-
chr1,106538177,106543263,Bcl2,0,-
chr1,106152624,106152747,Gm20753,0,-
chr1,106163562,106163799,Gm20753,0,-
chr1,106171339,106171524,Gm20753,0,-
chr1,106393340,106394245,Phlpp1,0,+
chr1,118834060,118835784,Gli2,0,-
chr1,119658092,119659830,Ptpn4,0,-
chr1,120063282,120063532,Sctr,0,+
chr1,121501243,121506460,Ccdc93,0,+
chr1,121501243,121506460,Ccdc93,0,+
chr1,125591108,125591129,Slc35f5,0,+
chr1,125594912,125595684,Slc35f5,0,+
chr1,125913635,125914742,Nckap5,0,-
chr1,125913635,125914742,Nckap5,0,-
chr1,125913635,125915004,Nckap5,0,-
chr1,127482725,127482972,Mgat5,0,+
chr1,127490341,127491599,Tmem163,0,-
chr1,127803559,127804837,Ccnt2,0,+
chr1,127954178,127954966,Zranb3,0,-
chr1,128236758,128237735,R3hdm1,0,+
chr1,128284763,128285118,Lct,0,-
chr1,127954178,127954966,Zranb3,0,-
chr1,130670201,130670401,C4bp-ps1,0,-
chr1,130670946,130671073,C4bp-ps1,0,-
chr1,130674224,130674308,C4bp-ps1,0,-
chr1,130677682,130677720,C4bp-ps1,0,-
chr1,130677838,130677910,C4bp-ps1,0,-
chr1,130681338,130681571,C4bp-ps1,0,-
chr1,130814653,130814740,Fcamr,0,+
chr1,130814653,130814740,Fcamr,0,+
chr1,130388527,130388607,Cd55b,0,-
chr1,131176409,131178524,Rassf5,0,-
chr1,131285250,131289356,Srgap2,0,-
chr1,132356314,132357505,Tmcc2,0,-
chr1,132564689,132570419,Nfasc,0,-
chr1,132509424,132515533,Cntn2,0,-
chr1,132256881,132257382,Lemd1,0,+
chr1,132939391,132940005,Lrrn2,0,+
chr1,132564689,132570419,Nfasc,0,-
chr1,132564689,132570419,Nfasc,0,-
chr1,133299035,133299043,Plekha6,0,+
chr1,133299708,133303435,Plekha6,0,+
chr1,133299035,133299043,Plekha6,0,+
chr1,133299708,133303435,Plekha6,0,+
chr1,134986352,134986935,Lgr6,0,-
chr1,135143254,135145320,Ptpn7,0,+
chr1,134747681,134749417,Syt2,0,+
chr1,134489458,134490873,Klhl12,0,+
chr1,134346096,134348008,Tmem183a,0,-
chr1,134631374,134632878,Kdm5b,0,+
chr1,134346096,134348008,Tmem183a,0,-
chr1,135434579,135441683,Nav1,0,-
chr1,135382314,135385366,Ipo9,0,-
chr1,138062858,138064505,Ptprc,0,-
chr1,138062858,138064505,Ptprc,0,-
chr1,138062858,138064505,Ptprc,0,-
chr1,138287960,138289462,Atp6v1g3,0,+
chr1,139170298,139176042,Dennd1b,0,+
chr1,139170298,139176042,Dennd1b,0,+
chr1,138484713,138486999,Nek7,0,-
chr1,139198253,139198571,Crb1,0,-
chr1,138640094,138640580,Gm5833,0,-
chr1,138653654,138653720,Gm5833,0,-
chr1,138656811,138657971,Gm5833,0,-
chr1,138677815,138677930,Gm5833,0,-
chr1,138681972,138682075,Gm5833,0,-
chr1,140085854,140086325,Cfh,0,-
chr1,139697918,139698094,Gm4788,0,-
chr1,139810291,139810822,Cfhr2,0,-
chr1,139697918,139698094,Gm4788,0,-
chr1,139697918,139698094,Gm4788,0,-
chr1,140570175,140570531,4930590L20Rik,0,-
chr1,140594927,140594974,4930590L20Rik,0,-
chr1,140621393,140621466,4930590L20Rik,0,-
chr1,140656327,140656402,4930590L20Rik,0,-
chr1,143806728,143807466,Uchl5,0,+
chr1,143806728,143807466,Uchl5,0,+
chr1,150074872,150077045,Ptgs2os,0,-
chr1,150084579,150084639,Ptgs2os,0,-
chr1,150087119,150087345,Ptgs2os,0,-
chr1,150091603,150091691,Ptgs2os,0,-
chr1,150099427,150099874,Ptgs2os,0,-
chr1,150562501,150563526,Hmcn1,0,-
chr1,150320680,150320920,2310030A07Rik,0,-
chr1,150322642,150322830,2310030A07Rik,0,-
chr1,150344896,150344968,2310030A07Rik,0,-
chr1,150346661,150346771,2310030A07Rik,0,-
chr1,151818713,151822328,Edem3,0,+
chr1,151367698,151368458,Swt1,0,-
chr1,151718346,151719347,Fam129a,0,+
chr1,152508788,152510695,Colgalt2,0,+
chr1,152836114,152836990,Ncf2,0,+
chr1,152517529,152519008,Rgl1,0,-
chr1,153218921,153221472,Lamc1,0,-
chr1,153455757,153456068,Dhx9,0,-
chr1,154392518,154398392,Cacna1e,0,-
chr1,155687103,155687233,Acbd6,0,+
chr1,155275656,155281009,Xpr1,0,-
chr1,155701693,155702221,Lhx4,0,-
chr1,155587475,155587794,Acbd6,0,+
chr1,156075955,156078896,Fam163a,0,-
chr1,156642716,156649619,Abl2,0,+
chr1,156804165,156809193,Ralgps2,0,-
chr1,156811444,156811536,Ralgps2,0,-
chr1,156813437,156813543,Ralgps2,0,-
chr1,156817740,156817833,Ralgps2,0,-
chr1,156819812,156819918,Ralgps2,0,-
chr1,156823990,156824045,Ralgps2,0,-
chr1,156828139,156828291,Ralgps2,0,-
chr1,156828971,156829128,Ralgps2,0,-
chr1,156830384,156830452,Ralgps2,0,-
chr1,156832664,156832755,Ralgps2,0,-
chr1,156832894,156833032,Ralgps2,0,-
chr1,156869440,156869567,Ralgps2,0,-
chr1,156884532,156884625,Ralgps2,0,-
chr1,156887090,156887180,Ralgps2,0,-
chr1,156887946,156888030,Ralgps2,0,-
chr1,156892907,156893012,Ralgps2,0,-
chr1,156900585,156900636,Ralgps2,0,-
chr1,156901785,156901890,Ralgps2,0,-
chr1,156907638,156907778,Ralgps2,0,-
chr1,156939488,156939626,Ralgps2,0,-
chr1,156804165,156809163,Ralgps2,0,-
chr1,156804165,156809163,Ralgps2,0,-
chr1,156804165,156809163,Ralgps2,0,-
chr1,156804165,156809163,Ralgps2,0,-
chr1,156804165,156809163,Ralgps2,0,-
chr1,156642716,156649619,Abl2,0,+
chr1,157567347,157568424,Sec16b,0,+
chr1,157567347,157568424,Sec16b,0,+
chr1,158688750,158691786,Astn1,0,+
chr1,159344838,159347580,Rfwd2,0,+
chr1,158688750,158691786,Astn1,0,+
chr1,158711730,158714945,Pappa2,0,-
chr1,159924213,159924922,Tnr,0,+
chr1,160219173,160224215,Rabgap1l,0,-
chr1,160967797,160974976,Rc3h1,0,+
chr1,161987301,161992021,Dnm3,0,-
chr1,161990222,161992021,Dnm3,0,-
chr1,161816111,161818365,Suco,0,-
chr1,162916550,162916722,Fmo6,0,-
chr1,163024301,163024442,Mroh9,0,-
chr1,163912117,163912137,Kifap3,0,+
chr1,163915724,163917107,Kifap3,0,+
chr1,164437048,164437300,Nme7,0,+
chr1,163702992,163703016,Mettl11b,0,-
chr1,164437048,164437300,Nme7,0,+
chr1,163954007,163954144,BC055324,0,-
chr1,163915833,163917107,Kifap3,0,+
chr1,165137852,165138962,Tbx19,0,-
chr1,165329500,165329938,Dcaf6,0,-
chr1,165576622,165576773,Adcy10,0,+
chr1,165865153,165875737,Pou2f1,0,-
chr1,165866846,165867436,Cd247,0,+
chr1,165869064,165871153,Cd247,0,+
chr1,165869122,165871153,Cd247,0,+
chr1,165861069,165862112,Cd247,0,+
chr1,165865153,165875737,Pou2f1,0,-
chr1,166974022,166974733,Gm16701,0,-
chr1,166982409,166982456,Gm16701,0,-
chr1,166999552,166999730,Gm16701,0,-
chr1,167226083,167226381,Uck2,0,-
chr1,167372383,167372502,Mgst3,0,-
chr1,168153526,168158731,Pbx1,0,-
chr1,168153526,168158824,Pbx1,0,-
chr1,168183529,168183572,Pbx1,0,-
chr1,168119363,168121480,Pbx1,0,-
chr1,168183529,168183572,Pbx1,0,-
chr1,168153526,168158731,Pbx1,0,-
chr1,170327213,170327466,Nos1ap,0,-
chr1,170682325,170682789,Olfml2b,0,+
chr1,170704456,170709878,Atf6,0,-
chr1,170317495,170318471,Nos1ap,0,-
chr1,169972306,169977854,Ddr2,0,-
chr1,171463094,171464593,F11r,0,+
chr1,171582884,171585316,Cd244,0,+
chr1,171173263,171174382,Pcp4l1,0,-
chr1,171704877,171705257,Cd48,0,+
chr1,172498538,172498877,Igsf9,0,+
chr1,172370060,172374085,Kcnj10,0,+
chr1,172223507,172223797,Atp1a4,0,-
chr1,172498538,172498877,Igsf9,0,+
chr1,172121759,172122332,Copa,0,+
chr1,173920400,173922535,Ifi203,0,-
chr1,173920400,173922535,Ifi203,0,-
chr1,173920400,173922535,Ifi203,0,-
chr1,174247457,174248449,Spta1,0,+
chr1,174833784,174836774,Grem2,0,-
chr1,174821245,174822729,Fmn2,0,+
chr1,175659822,175660853,Kmo,0,+
chr1,175908565,175911396,Exo1,0,+
chr1,175815366,175815733,Wdr64,0,+
chr1,177020144,177020432,Sdccag8,0,+
chr1,178047148,178048291,Gm16432,0,+
chr1,177753028,177753035,1700016C15Rik,0,+
chr1,177753171,177753305,1700016C15Rik,0,+
chr1,178932228,178932857,Kif26b,0,+
chr1,179625204,179627473,Cnst,0,+
chr1,180162166,180165602,Cdc42bpa,0,+
chr1,180752370,180754204,Acbd3,0,+
chr1,181093422,181093864,Nvl,0,-
chr1,180989555,180989778,Ephx1,0,-
chr1,181896385,181905859,Enah,0,-
chr1,181896385,181905859,Enah,0,-
chr1,181896385,181905859,Enah,0,-
chr1,182313101,182316890,Fbxo28,0,-
chr1,181896385,181905859,Enah,0,-
chr1,183086263,183086288,Disp1,0,-
